102,5206000000032,134988,Agenda,APARELHO TELEFONE IP (SIP),"APARELHO TELEFONE DIGITAL IP (SIP) COM  DISPLAY DE 2 LINHAS E 15 COLUNAS;  2 CONTAS SIP (OPÇÃO DE UTILIZAR 2 NÚMEROS NUM MESMO TELEFONE);  VIVA-VOZ;  ENTRADA PARA HEADSET (RJ9);  FUNÇÃO DE ROTEADOR E BRIDGE;  HD VOICE - VOZ COM ALTA DEFINIÇÃO; TECLAS DND (NÃO PERTURBE), HISTÓRICO, AGENDA, CONFERÊNCIA, HOLD, FLASH, MUDO E REDISCAR;  TECLAS CORREIO DE VOZ E HEADSET COM LED SINALIZADOR;  TECLAS DE NAVEGAÇÃO;  AJUSTE DO VOLUME DA CAMPAINHA, MONOFONE, VIVA-VOZ E HEADSET; CAMPAINHAS CUSTOMIZÁVEIS; REGISTRO DE NO MÍNIMO 100 CHAMADAS ORIGINADAS, ATENDIDAS, NÃO ATENDIDAS E DESVIADAS; PRIORIZAÇÃO DO TRÁFEGO DE VOZ SOBRE O DE DADOS (QOS) GARANTINDO QUALIDADE DE ÁUDIO SUPERIOR;  CONFIGURAÇÃO VIA WEB BROWSER (ATUALIZAÇÃO REMOTA DE FIRMWARE E DE CONFIGURAÇÃO) OU PELO DISPLAY;  MENU EM PORTUGUÊS.   PROTOCOLO SIP 2.0 (CONFORME NORMA RFC 3261); FONTE DE ALIMENTAÇÃO BIVOLT AUTOMÁTICA.",UNIDADE,5206 - APARELHOS E EQUIPAMENTOS DE COMUNICACAO,"R$ 500,07",0,"R$ 0,00"
103,3021000000024,275681,Agenda,GARRAFA TÉRMICA AÇO INOXIDÁVEL 1 LITRO,"GARRAFA TÉRMICA, MATERIAL AÇO INOXIDÁVEL, CAPACIDADE 1, ALTURA 32, FORMATO CILÍNDRICO, DIÂMETRO BASE 10, DIÂMETRO TAMPA 9, CARACTERÍSTICAS ADICIONAIS COM PRESSÃO E ALÇA",UNIDADE,3021 - MATERIAL DE COPA E COZINHA,"R$ 70,00",0,"R$ 0,00"
104,3021000000011,385400,Agenda,GARRAFA TÉRMICA EM PLÁSTICO 1 LITRO,"GARRAFA TÉRMICA 1000ML ALTURA APROXIMADA: 35 CM. COM PULSADOR, MATERIAL PLÁSTICO, NA COR PRETA,  FORMATO CILÍNDRICO, CARACTERÍSTICAS ADICIONAIS COM TAMPA A PRESSÃO E AMPOLA EM VIDRO, COM ALÇA MÓVEL . PRODUTO DE 1ª LINHA",UNIDADE,3021 - MATERIAL DE COPA E COZINHA,"R$ 37,25",0,"R$ 0,00"
105,5242000000381,150151,Agenda,ARMÁRIO ALTO MEIA PORTA 800X490X1610 MM (LXPXH),"CORPO  ESTRUTURA - Deverá ser composta por laterais, fundo e base, fornecidos em placa de partícula de madeira de média densidade de 18 mm de espessura com as faces, superior e inferior, revestido em laminado melamínico de baixa pressão liso ou madeirado. As faces laterais devem receber borda reta produzida em PVC com no mínimo 1 mm de espessura, na mesma cor do laminado. . Internamente deverá ser composto de furação sequencial para fixação e regulagem de prateleiras. A base deverá receber 4 niveladores de altura fixados de maneira que a regulagem seja realizada pela parte interna do armário, facilitando sua regulagem. Deverá possuir 1 prateleira móvel e mais 1 prateleira fixa estrutural posicionada a aproximadamente 1225 mm do piso e um sub-tampo fixo estrutural posicionado a aproximadamente 740 mm do piso, ambos com as mesmas características da estrutura. A união dos componentes do corpo deverá ser realizada por sistema ""minifix"" e cavilhas, garantindo a perfeita união entre as peças.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 2.278,72",0,"R$ 0,00"
106,5242000000490,150151,Agenda,"ARMÁRIO BAIXO DUAS PORTAS, SEM DIVISÃO CENTRAL, COM 01 PRATELEIRA EM MDP E RODAPÉ METÁLICO (800X500X730MM (LXPXH))","Corpo do armário em madeira MDP (Medium Density Particleboard), atendendo as normas vigentes de níveis de emissão de formaldeído, de 18mm de espessura e fundo em 15 mm, revestido com laminado melamínico de baixa pressão em ambas as faces, resistente a abrasão, encabeçado com fita de poliestireno com superfície visível texturizada com espessura de 0,45 mm com alta resistência a impactos. Tampo no mesmo material, porém com 25 mm de espessura, fita em poliestireno de superfície visível texturizada de espessura 2,0 mm de espessura...",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 1.114,88",0,"R$ 0,00"
107,5242000000448,150151,Agenda,ARMÁRIO DE AÇO COM 02 PORTAS 4 PRATELEIRAS REGULÁVEIS,"ARMÁRIO DE AÇO COM 02 PORTAS 4 PRATELEIRAS REGULÁVEIS, com chaves, medindo aproximadamente 1.98 x 0,90 x 0,40 cm, com pintura eletrostática na cor cinza, armário e prateleiras em aço chapa 22(CERTIFICADO DA  ABNT).",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 2.332,50",0,"R$ 0,00"
108,5242000000182,150151,Agenda,ARMARIO EM AÇO PARA PASTA AZ,"ARMARIO AM AÇO PARA PASTA AZ, COM DUAS PORTAS DE ABRIR, COM FECHADURA , COM CAPACIDADE PARA 50 PASTAS AZ, COM MAÇANETA, MEDINDO APROXIMADAMENTE 1980X1200X350MM COM BASE TODA EM AÇO, PINTADO EM EPOXI-PÓ",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 2.650,00",0,"R$ 0,00"
109,5242000000382,150151,Agenda,ARMÁRIO EXTRA ALTO FECHADO 800X490X2140 MM (LXPXH),"CORPO  ESTRUTURA - Deverá ser composta por lateral, fundo e base, fornecidos em placa de partícula de madeira de média densidade de 18 mm de espessura com as faces, superior e inferior, revestido em laminado melamínico de baixa pressão liso ou madeirado. As faces laterais devem receber borda reta produzida em PVC com no mínimo 1 mm de espessura, na mesma cor do laminado. Internamente deverá ser composto de furação sequencial para fixação e regulagem de prateleiras. A base deverá receber 4 niveladores de altura fixados de maneira que a regulagem seja realizada pela parte interna do armário, facilitando sua regulagem. Deverá possuir 4 prateleiras móveis e mais 1 prateleira fixa estrutural posicionada a aproximadamente 1225 mm do piso com as mesmas características da estrutura. A união dos componentes do corpo deverá ser realizada por sistema ""minifix"" e cavilhas, garantindo a perfeita união entre as peças.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 2.878,05",0,"R$ 0,00"
110,3017000000014,332797,Agenda,TONER P/ IMPRESSORA HP M1005/1010/1015/1018/1020/1022/3015/3020/3050,"TONER IMPRESSORA HP, TIPO CARTUCHO ORIGINAL, COR TINTA PRETA, REFERÊNCIA CARTUCHO 12A, COMPATIBILIDADE: IMPRESSORAS M1005, 1010, 1012, 1015, 1018, 1020, 1022, 3015, 3020, 3030, 3050, 3052, 3055.",UNIDADE,3017 - PRODUTOS DE PROCESSAMENTO DE DADOS,"R$ 28,43",0,"R$ 0,00"
111,5242000000449,150151,Agenda,ARQUIVO DE AÇO PARA PASTA SUSPENSA,"PARA PASTA SUSPENSA, com 04 gavetas, com chaves medindo aproximadamente 1330X470X600MM, com pintura eletrostática na cor cinza. (CERTIFICADO DA  ABNT).",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 1.978,00",0,"R$ 0,00"
112,5242000000559,358956,Agenda,BANQUETA DE AÇO,"ASSENTO: MATERIAL DA BASE DO ASSENTO EM MADEIRA MDP, MOLDADO ANATOMICAMENTE DENTRO DAS NORMAS DE ERGONOMIA, COM BORDAS ARREDONDADAS, MEDINDO APROXIMADAMENTE 35 CENTÍMETROS DE DIÂMETRO. ASSENTO ESTOFADO EM ESPUMA INJETADA, COM REVESTIMENTO EM COURVIN DE ALTA QUALIDADE. ESTRUTURA: ESTRUTURA FABRICADA EM TUBO DE AÇO CARBONO COM REFORÇO CIRCULAR/RETANGULAR PARA APOIO DOS PÉS EM TUBO DE AÇO. BASE DA ESTRUTURA DOTADA DE SAPATAS PROTETORAS PRODUZIDA EM POLIPROPILENO. ALTURA DO ASSENTO AO PISO MEDINDO APROXIMADAMENTE: 75CM. FIXAÇÃO DO ASSENTO À ESTRUTURA POR MEIO DE PARAFUSOS AUTOATARRACHANTES. CAPACIDADE DE PESO SUPORTADO: 110 KG. COR DO REVESTIMENTO DO ASSENTO: PRETO, BRANCO OU AZUL. COR DA ESTRUTURA: CROMADO, PRETO OU CINZA. O ITEM SERÁ ADQUIRIDO CONFORME PADRÃO DE CORES DEFINIDO PELA UNIDADE REQUISITANTE DA UNIFESSPA, OBSERVADO O PADRÃO ACIMA ESTIPULADO. O FORNECEDOR DEVERÁ ENVIAR ENCARTE COM A TONALIDADE DE CORES DISPONÍVEIS PARA O ASSENTO E ESTRUTURA. ACABAMENTO DAS PARTES METÁLICAS: A ESTRUTURA DEVE RECEBER ACABAMENTO COM PINTURA ELETROSTÁTICA EM EPÓXI PÓ COM PRÉ-TRATAMENTO ANTIFERRUGINOSO. OS PONTOS DE SOLDA NÃO DEVEM APRESENTAR PONTOS CORTANTES, SUPERFÍCIES ÁSPERAS OU ESCÓRIAS.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 280,00",0,"R$ 0,00"
113,5242000000558,235706,Agenda,BANQUETA DE MADEIRA,"BANQUETA FIXA, MATERIAL ESTRUTURA MADEIRA COM REFORÇO NOS PÉS PARA APOIO, TIPO ASSENTO FIXO, MATERIAL BASE ASSENTO MADEIRA MACIÇA, CARACTERÍSTICA ASSENTO CI RCULAR COM 30CM DE DIÂMETRO COM BORDA ARREDONDADA, ACABAMENTO ASSENTO ENVERNIZ ADO, ALTURA MÍNIMA 70 CM E MÁXIMA 75 CM, DIAMETRO ASSENTO 30 CM.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 93,83",0,"R$ 0,00"
114,5242000000243,261723,Agenda,"BANQUETA, MATERIAL ESTRUTURA AÇO","BANQUETA, MATERIAL ESTRUTURA TUBO AÇO, TIPO ASSENTO FIXO, MATERIAL BASE ASSENTO PLÁSTICO PVC, ACABAMENTO ESTRUTURA PINTADO, CARACTERÍSTICA ASSENTO CIRCULAR, COR ESTRUTURA PRETA. DIMENSÕES APROXIMADAS: ALTURA 75, PADRÃO ACABAMENTO ESTRUTURA PINTADO EM EPÓXI-PÓ, DIÂMETRO ASSENTO 30, CARACTERÍSTICAS ADICIONAIS 4 PÉS COM REFORÇO",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 200,00",0,"R$ 0,00"
115,5242000000419,14273,Agenda,CADEIRA EXECUTIVA GIRATÓRIA SEM BRAÇOS,"ASSENTO   Deverá ser fornecido com formato anatômico dentro dos padrões normativos de ergonomia, composto por ""alma"" injetada em polipropileno com no mínimo 12 mm de espessura e fixação do assento ao mecanismo. Assento deverá ser estofado em espuma de poliuretano injetado com 46 mm de espessura e densidade entre 50 e 60 Kg/m³ devendo ser utilizado em seu processo, método de expansão por água, eliminando-se uso de produtos químicos garantindo a resistência e qualidade, revestido em tecido ou vinil, e contra assento e borda protetora únicos, em polipropileno injetado com no mínimo 2,5 mm de espessura. Dimensões do assento: 450x440 mm (LxP)...",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 989,67",0,"R$ 0,00"
116,5242000000503,20680,Agenda,CADEIRA FIXA EMPILHÁVEL EM POLIPROPILENO SEM BRAÇOS,"Encosto em concha de polipropileno com carga de fibra de vidro injetado, de alta resistência mecânica e pigmento antiraios ultravioletas, 100% reciclável, encaixado ao suporte metálico da estrutura da cadeira. Assento em concha de polipropileno com carga de fibra de vidro injetado, de alta resistência mecânica e pigmento antiraios ultravioletas, montado ao encosto através de encaixe entre ambas as peças, e com capa inferior parafusada ao assento, injetada no mesmo material, 100% reciclável...",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 395,13",0,"R$ 0,00"
117,3016000000085,271841,Agenda,CANETA ESFEROGRAFICA VERDE ESCRITA GROSSA,"Caneta esferográfica, material plástico, quantidade cargas 1, material ponta latão com esfera de tungstênio, tipo escrita grossa, cor tinta verde, características adicionais material transparente e com orifício lateraL",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 1,00",0,"R$ 0,00"
118,5242000000417,14273,Agenda,CADEIRA FIXA TRAPEZOIDAL OU 4 PÉS SEM BRAÇOS,"ASSENTO   Deverá ser fornecida em formato anatômico de acordo com os padrões normativos ergonomia, composto por ""alma"" injetada em polipropileno com no mínimo 12 mm de espessura e fixação do assento à estrutura. Assento deverá ser estofado em espuma de poliuretano injetada com 46 mm de espessura e densidade entre 50 e 60 Kg/m³ devendo ser utilizado em seu processo, método de expansão por água, eliminando-se uso de produtos químicos garantindo a resistência e qualidade, revestido em tecido ou vinil, e contra assento e borda protetora únicos, em polipropileno injetado com no mínimo 2,5 mm de espessura. Dimensões do assento: 450x440 mm (LxP)...",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 570,33",0,"R$ 0,00"
119,5242000000418,14273,Agenda,CADEIRA GIRATÓRIA COM BRAÇOS REGULÁVEIS,"Cadeira giratória com braços em formato anatômico de acordo com os padrões normativos de ergonomia, composto por ""alma"" injetada em polipropileno com no mínimo 12 mm de espessura e fixação do assento ao mecanismo. Assento em estofado em espuma de poliuretano injetado com 46 mm de espessura e densidade entre 50 e 60 Kg/m³ , revestido em tecido e contra assento e borda protetora únicos, em polipropileno injetado com no mínimo 2,5 mm de espessura. Dimensões aproximadas do assento: 450x440 mm (LxP). Encosto médio em estofado de espuma na mesma proporção doa assento, com sistema regulador.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 1.209,33",0,"R$ 0,00"
120,5242000000166,26441,Agenda,CARTEIRA ESCOLAR,"ESTRUTURA: TODAS AS PEÇAS METÁLICAS DEVERÃO RECEBER TRATAMENTO ANTICORROSIVO E ACABAMENTO EM PINTURA EPÓXI PADRÃO (WEG) OU SIMILAR. REALIZADO PRÉ-TRATAMENTO QUE COMPREENDE: DESENGRAXE ALCALINO, ENXAGUE COM ÁGUA DEIONIZADA, REPETIÇÃO DO ENXAGUE COM ÁGUA DEIONIZADA COM O OBJETIVO DE ELIMINAR COMPLETAMENTE OS RESÍDUOS ""DESENGRAXANTES"" DAS PEÇAS TRATADAS, EM SEGUIDA RECEBEM UMA FINA CAMADA DE ÓXIDO DE ZIRCÔNIO PELO TRATAMENTO ""NANOCERÂMICO"" COM O OBJETIVO DE ELEVAR À ADERÊNCIA DA TINTA APLICADA E MAIOR RESISTÊNCIA À OXIDAÇÃO. PARA FINALIZAR O PRÉ-TRATAMENTO É REALIZADO ENXAGUE UTILIZANDO ÁGUA DEIONIZADA COM O OBJETIVO DE ELIMINAR O ÁCIDO ""FLUORZIRCÔNICO"" DAS PEÇAS TRATADAS NO ESTÁGIO ANTERIOR. APÓS O PRÉ-TRATAMENTO AS PEÇAS PASSAM POR FORNO DE SECAGEM, A APLICAÇÃO DA TINTA É REALIZADA PELO PROCESSO DE DEPOSIÇÃO ELETROSTÁTICO COM POLIMERIZAÇÃO EM ESTUFA E POR FIM ELEVADOS A UMA TEMPERATURA DE ATÉ 200° C A FIM DE OBTER A FINALIZAÇÃO DO PROCESSO DE PINTURA. ESTRUTURA EM AÇO COMPOSTA POR DUAS LATERAIS NO FORMATO DE UM TRAPÉZIO, EM TUBO DE AÇO REDONDO COM 25,4MM COM PAREDE DE 1,5MM. INTERLIGADAS COM DUAS BARRAS INFERIORES DE TUBO DE AÇO REDONDO DE 22,2MM COM PAREDE DE 2MM, UMA BARRA RETA E OUTRA COM DOBRAS EM ÂNGULO NAS EXTREMIDADES, A PEÇA COM DOBRA É FIXADA A FRENTE DA ESTRUTURA PARA DAR ESPAÇO E MOVIMENTAÇÃO AOS PÉS DO USUÁRIO. FUROS NAS PEÇAS PARA ENCAIXE DE CINCO FILETES REDONDO MACIÇO DE AÇO COM 6,35MM, INTERLIGAM AS PEÇAS NA PARTE INFERIOR DA ESTRUTURA PARA ARMAZENAMENTO DE MATERIAIS. BARRA PARALELA SUPERIOR PERPENDICULAR AO PAR DE TRAPÉZIOS EM TUBO DE AÇO REDONDO DE 22,2MM COM PAREDE DE 2MM EM FORMATO DE ""C"", AO FINAL DA BARRA O TUBO E PRENSADO PARA EVITAR O USO DE PONTEIRA PLÁSTICA. DOBRA EM ""C"" PARA DAR RESISTÊNCIA AO SUPORTE PRANCHETA, QUANDO O USUÁRIO APOIAR SOBRE A PRANCHETA EVITANDO QUALQUER ABERTURA OU QUEBRA DA PEÇA, DÁ SUPORTE A UM PEQUENO GANCHO PARA MOCHILA CONFECCIONADO EM AÇO MACIÇO, BARRA CHATA DE 12,7X 3,2MM. SEGUNDA BARRA PARALELA AO PAR DE TRAPÉZIO EM TUBO REDONDO DE AÇO DE 25,4MM COM PAREDE DE 1,5MM, PEÇA ÚNICA DOBRADA PARA DAR TRAVAMENTO DOS TRAPÉZIOS, DAR SUSTENTAÇÃO AO SUPORTE DE ASSENTO E SER SUPORTE PARA FIXAR A PRANCHETA. AO FINAL DA DOBRA DA PEÇA O TUBO E PRENSADO PARA EVITAR A UTILIZAÇÃO DE PONTEIRA PLÁSTICA. DOIS APOIOS DE ASSENTO E ENCOSTO SÃO FIXADOS SOBRE AS DUAS BARRAS PARALELAS SUPERIORES, CONFECCIONADO EM TUBO DE AÇO REDONDO DE 25,4MM COM PAREDE DE 1,5MM, DOBRADO COM LEVE INCLINAÇÃO PARA ACOMODAR A COLUNA LOMBAR DO USUÁRIO, UTILIZA-SE CHAPA COM ESPESSURA DE 1,5MM PARA MAIOR RESISTÊNCIA DA PEÇA. PRANCHETA: CONFECCIONADO EM PLACA DE MDP, É UM COMPOSTO DE PARTÍCULAS DE MADEIRA DE MÉDIA DENSIDADE. AS PARTÍCULAS DE MÉDIA DENSIDADE SÃO DERIVADAS DE ÁRVORES DE EUCALIPTO E PINUS DAS ÁREAS DE REFLORESTAMENTO. O POSICIONAMENTO DAS PARTÍCULAS E REALIZADO PARA QUE AS MAIORES FICAM DISPOSTAS AO CENTRO E AS MAIS FINAS NAS SUPERFÍCIES EXTERNAS, FORMANDO ASSIM TRÊS CAMADAS. SÃO AGLUTINADAS E COMPACTADAS ENTRE SI COM RESINA SINTÉTICA POR MEIO DA AÇÃO CONJUNTA DE PRESSÃO E CALOR, A PLACA CONTÉM 18MM DE ESPESSURA. REVESTIDO NAS DUAS FACES COM FILME TERMO PRENSADO DE MELAMÍNICO COM ESPESSURA DE 0,2 MM, TEXTURIZADO, SEMI FOSCO E ANTIRREFLEXO. AS PLACAS POSSUEM DENSIDADE MÍNIMA DE 575 KGF/M³, RESISTÊNCIA À TRAÇÃO PERPENDICULAR KGF/CM² = 3,6, RESISTÊNCIA À FLEXÃO ESTÁTICA KGF/CM² = 163, RESISTÊNCIA À TRAÇÃO SUPERFICIAL KGF/CM² = 10,2 DE ACORDO COM AS NORMAS NBR 14810-1 - TERMINOLOGIA E NBR 14810-2. A PRANCHETA TEM DESENHO ERGONÔMICO PARA MELHOR ACOMODAÇÃO DO USUÁRIO, É REVESTIDA EM TODO SEU PERÍMETRO COM FITA DE POLICLORETO DE VINILA COM 1MM DE ESPESSURA MÍNIMA, COLADA COM ADESIVO HOTMELT. DEVERÁ SER FIXADOS POR MEIO DE PARAFUSOS DE AÇO M6 BICROMATIZADOS ROSQUEADOS EM BUCHA METÁLICAS ROSQUEADAS NA MADEIRA. ESPALDAR PLÁSTICO: INJETADO EM POLIPROPILENO COPOLÍMERO DE ALTA RESISTÊNCIA, POSSUI DIMENSÕES DE 285MM DE ALTURA E 462MM DE LARGURA. POSSUI CURVATURA ANATÔMICA, DE FORMA A PERMITIR A ACOMODAÇÃO DAS REGIÕES DORSAL E LOMBAR, SE ADAPTANDO MELHOR À COLUNA VERTEBRAL. PEGA-MÃO PARA AUXILIAR EM MOVIMENTAÇÕES E TRANSPORTE. FUROS DE AERAÇÃO EM DESENHO ELÍPTICO MEDINDO 17X9MM, POSSUI QUATRO FILEIRAS NO SENTIDO HORIZONTAL. FIXADO NA ESTRUTURA ATRAVÉS DE ENCAIXE NO PRÓPRIO ENCOSTO AUXILIADO POR UM BOTÃO DE FIXAÇÃO DE CADA LADO. LOGOTIPO DO FABRICANTE ESTAMPADO NA PARTE POSTERIOR DO ENCOSTO. ASSENTO PLÁSTICO: INJETADO EM POLIPROPILENO COPOLÍMERO DE ALTA RESISTÊNCIA COM CURVATURA ANATÔMICA E PIGMENTADO NA COR. POSSUI 395MM DE COMPRIMENTO E 460MM DE LARGURA. FUROS DE AERAÇÃO EM DESENHO ELÍPTICO MEDINDO 16X8MM, POSSUI UMA FILEIRA NO SENTIDO HORIZONTAL. FIXADO NA ESTRUTURA ATRAVÉS DE QUATRO REBITES DE ALUMÍNIO, COM MEDIDAS DE 4,8X40MM. LOGOTIPO DO FABRICANTE ESTAMPADO NA PARTE INFERIOR DO ASSENTO.",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 350,00",0,"R$ 0,00"
121,5242000000425,150664,Agenda,"CONJUNTO DE POLTRONA PARA AUDITORIO ESPALDAR MÉDIO COM PRANCHETA EM LONGARINA OU FIXA (01 LUGAR) (PODENDO SER ADAPTADO EM LONGARINAS DE,2,3 LUGARES OU FIXA DE 01 LUGAR PARA ISSO MULTIPLICA-SE O UNITÁRIO VEZES A QUANTIDADE DE LUGARES)","ASSENTO  Deverá ser fornecido em formato anatômico dentro dos padrões normativos de ergonomia, composto por ""alma"" injetada em polipropileno com espessura no mínimo 12mm, deverá ser estofado em espuma de poliuretano injetado com espessura 55mm e densidade entre 50 e 60kg/m³ devendo ser utilizado em seu processo, método de expansão por água, eliminando-se uso de produtos químicos garantindo a resistência e qualidade, revestido em tecido ou vinil, e contra assento e borda protetora únicos em polipropileno injetado. Dimensões do assento 470x480mm (L x P)...",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 1.079,33",0,"R$ 0,00"
122,5242000000181,132039,Agenda,DESCANSO PARA PÉS,"APOIO PARA PÉS REGULÁVEL :  SALIENCIAS NA SUPERFÍCIE MASSAGEIAM A SOLA DOS PÉS , TRÊS REGULAGENS DE ALTURA ,REGULAGEM DE INCLINAÇÃO DOS PÉS , ALTURA 10,5CM ,LARGURA 46 CM , PROFUNDIDADE:36 CM  , PESO 2,5 KG E 2,7 KG BRUTO , O USO DO APOIO E PÉS EVITA A COMPRESSÃO DAS ARTÉRIAS E VEIAS SOB O FÊMUR MELHORANDO A CIRCULAÇÃO SANGUÍNEA NAS PERNAS",UNIDADE,5242 - MOBILIARIO EM GERAL,"R$ 210,00",0,"R$ 0,00"
123,3016000000019,271024,Agenda,CANETA ESFEROGRAFICA VERMELHA ESCRITA GROSSA,"Caneta esferográfica, material plástico, quantidade cargas 1, material ponta latão com esfera de tungstênio, tipo escrita grossa, cor tinta vermelha, características adicionais material transparente e com orifício lateral",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 0,30",0,"R$ 0,00"
124,3016000000205,295478,Agenda,CANETA MARCA-TEXTO (JOGO C/ CORES DIVERSAS),"CANETA MARCA-TEXTO, MATERIAL PLÁSTICO, TIPO PONTA FLUORESCENTE, CORES DIVERSAS: 02 AMARELA, 01 VERDE, 02 LARANJA E 01 ROSA,  JOGO COM 6 UNIDADES",Jogo,3016 - MATERIAL DE EXPEDIENTE,"R$ 1,20",0,"R$ 0,00"
125,3016000000090,279316,Agenda,CANETA MARCA-TEXTO ROSA,"CANETA MARCA-TEXTO, MATERIAL PLÁSTICO, TIPO PONTA FLUORESCENTE, COR ROSA",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 1,40",0,"R$ 0,00"
126,5241000000039,469792,Agenda,DESKTOP ULTRACOMPACTO TIPO - II - INTERMEDIÁRIO,Especificação no TR da Central de Compras,UNIDADE,5241 - EQUIPAMENTOS DE TIC - COMPUTADORES,"R$ 5.451,00",0,"R$ 0,00"
127,3016000000223,415152,Agenda,"CARIMBO AUTOMATICO 1,5 X 4","CARIMBO AUTOMATICO 1,5 X 4 CM, CORPO ACRILICO, BASE BORRACHA, FORMATO RETANGULAR, RETRATIL, COM MOLA",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 23,00",0,"R$ 0,00"
128,3016000000193,415152,Agenda,"CARIMBO AUTOMATICO 3 X 5,5","CARIMBO AUTOMATICO 3 X 5,5 CM, CORPO ACRILICO, BASE BORRACHA, FORMATO RETANGULAR, RETRATIL, COM MOLA",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 24,00",0,"R$ 0,00"
129,3016000000132,272501,Agenda,CLIPE  METALICO 2/0,"CLIPE, TRATAMENTO SUPERFICIAL NIQUELADO, TAMANHO 2/0, MATERIAL METAL, FORMATO PARALELO. CAIXA C/ 100 UNIDADES",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 1,50",0,"R$ 0,00"
130,3016000000239,417014,Agenda,CLIPE EM AÇO EPOXI 3/0 CORES DIVERSAS,"CLIPE, TAMANHO 3/0, MATERIAL AÇO EPOXI, FORMATO PARALELO, CARACTERÍSTICAS ADICIONAIS CORES VARIADAS. CAIXA COM 50 UNIDADES.",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 3,00",0,"R$ 0,00"
131,3016000000105,272505,Agenda,CLIPE METALICO 4/0,"CLIPE, TRATAMENTO SUPERFICIAL NIQUELADO, TAMANHO 4/0, MATERIAL METAL, FORMATO PARALELO, CAIXA COM 50 UND",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 2,00",0,"R$ 0,00"
132,3016000000094,274804,Agenda,CLIPE METALICO 6/0,"CLIPE, TRATAMENTO SUPERFICIAL NIQUELADO, TAMANHO 6/0, MATERIAL METAL, FORMATO PARALELO. CAIXA COM 25 UND",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 3,00",0,"R$ 0,00"
133,3016000000012,272378,Agenda,CLIPE METALICO 8/0,"Clipe, tratamento superficial niquelado, tamanho 8/0, material metal, formato paralelo,  Caixa com 25 UND",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 0,97",0,"R$ 0,00"
134,3016000000252,234637,Agenda,ESCALIMETRO,"REGUA DE ESCALA - ESCALÍMETRO, MATERIAL PLÁSTICO, TIPO ESCALA TRIPLO DECÍMETRO, TAMANHO 30, ESCALA GRADUAÇÃO 1:20, 1:25, 1:50, 1:75, 1:100 E 1:125",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 16,00",0,"R$ 0,00"
135,3016000000257,132675,Agenda,ESTILETE PROFISSIONAL 25MM,"Estilete, tipo largo, espessura 25, material bimaterial, de plástico e borracha, com guia de aço inoxidável, Lamina em aço carbono temperado. Largura da lamina 25,0 mm  e 0,7 mm de espessura.",UNIDADE,3016 - MATERIAL DE EXPEDIENTE,"R$ 16,00",0,"R$ 0,00"
136,3016000000204,203505,Agenda,"ETIQUETA ADESIVA 25,4 X 66,7","ETIQUETA ADESIVA, MATERIAL PAPEL, COR BRANCA, LARGURA 25,4, COMPRIMENTO 66,7, APLICAÇÃO IMPRESSORA LASER, FORMATO RETANGULAR - PAPEL CARTA (216 X 279MM) - CAIXA COM 100 FOLHAS",CAIXA,3016 - MATERIAL DE EXPEDIENTE,"R$ 35,00",0,"R$ 0,00"
